Question,Doc_index
성적 불인정 신청 시 성적이 삭제되나요?,21.txt
입대휴학자가 성적 인정 안 하면 다음 학기 어떻게 되나요?,21.txt
입대휴학 성적 인정 신청은 필수인가요?,21.txt
입대휴학 시 성적 인정 선택은 의무인가요?,21.txt
입대휴학 중 성적 포기하면 장학금은 유지되나요?,21.txt
입대휴학 중 성적 인정 시 유의사항은?,21.txt
입대휴학 성적 인정 시 수업일수 기준은?,21.txt
입대휴학 성적 인정은 수업일수 3/4 기준인가요?,21.txt
입대휴학 신청과 동시에 성적 인정도 신청하나요?,21.txt
입대휴학 중 성적 인정 신청 절차는?,21.txt
입대휴학 중 성적 인정 신청 방법은?,21.txt
입대휴학 성적 인정은 담당 교수가 결정하나요?,21.txt
입대휴학 중 성적 인정 시 리포트 제출 가능한가요?,21.txt
입대휴학 중 성적 평가 방식은 교수 재량인가요?,21.txt
성적 인정 후 복학 시 등록금은 환불되나요?,21.txt
입대휴학 성적 인정 시 학점 이수는 인정되나요?,21.txt
입대휴학 성적 인정은 학위 취득에 반영되나요?,21.txt
입대휴학 성적 불인정은 성적표에 기록되나요?,21.txt
입대휴학 성적 인정은 재학 기간으로 포함되나요?,21.txt
입대휴학 성적 포기 시 추가 등록금은 발생하나요?,21.txt
전역 후 복학 신청 기한은 언제인가요?,22.txt
제대복학 시 필요한 서류는 무엇인가요?,22.txt
전역증 대신 다른 서류로 복학 신청이 가능한가요?,22.txt
제대복학 신청은 어디에서 하나요?,22.txt
GLS를 통해 제대복학 신청할 수 있나요?,22.txt
복무기간 중도 이탈 없이 복학 가능한 조건은?,22.txt
제대복학 신청 기간은 학기 개시일 기준으로 언제까지인가요?,22.txt
제대복학하려면 등록과 수강신청도 해야 하나요?,22.txt
제대복학 시 수강신청은 언제 하나요?,22.txt
전역예정증명서 제출로 복학 가능한가요?,22.txt
복학 시 전역증 제출은 언제 하나요?,22.txt
전역 후 복학 시 주민등록초본이 필요한가요?,22.txt
제대복학 신청하지 않으면 어떻게 되나요?,22.txt
입대휴학 후 복학 안 하면 제적되나요?,22.txt
제대복학 시 수업일수 기준은 어떻게 되나요?,22.txt
수업일수 3/4 충족 시 복학 가능한가요?,22.txt
전역일이 수업일수 2/4 경과 후인 경우 복학 가능하나요?,22.txt
수업일수 1/4 내 전역 예정자 복학 조건은?,22.txt
전역예정자는 어떤 서류를 제출해야 하나요?,22.txt
전역 전에 수업 참여하면 조기복학 가능한가요?,22.txt
복무 중 학기 수업에 참여 가능한 조건은?,22.txt
전역일 기준 복학 제한은 있나요?,22.txt
복학서류 미제출 시 불이익은 무엇인가요?,22.txt
복학 신청 누락 시 수강신청도 취소되나요?,22.txt
제대복학 신청은 학사일정 어디에 나와 있나요?,22.txt
복학 가능한 전역일 범위는 어떻게 되나요?,22.txt
전역 후 얼마 안 돼도 복학할 수 있나요?,22.txt
전역증 제출 기한은 복학 신청 이후인가요?,22.txt
복학 신청 후 추가 서류 제출이 필요한가요?,22.txt
전역예정자는 언제 전역증을 제출해야 하나요?,22.txt
제대복학 신청 기한 놓치면 어떻게 되나요?,22.txt
입대휴학 만료로 인한 제적 기준은?,22.txt
입대휴학 후 제적되지 않으려면 어떻게 해야 하나요?,22.txt
입대휴학 만료 제적 예시가 있나요?,22.txt
입대휴학 제적 예시는 어떻게 이해하면 되나요?,22.txt
입대휴학 제적 방지를 위한 복학 시기는?,22.txt
복학 기간 안에 신청 못하면 다시 복학 못하나요?,22.txt
입대휴학 만료 제적 방지하려면 어떤 절차가 필요한가요?,22.txt
복학을 안 하면 언제 제적되나요?,22.txt
입대휴학 후 제대복학 신청 없이 학기 시작되면?,22.txt
전역 후 1년 이내 복학해야 하는 이유는?,22.txt
전역 예정자는 언제 복학 신청해야 하나요?,22.txt
수업일수 기준으로 복학 제한이 있나요?,22.txt
제대복학 신청은 등록 마감일과 연관되나요?,22.txt
전역 예정자는 어떤 문서를 준비해야 하나요?,22.txt
복학 신청 전에 수강신청도 해야 하나요?,22.txt
복학 신청이 승인되기 위한 조건은?,22.txt
학사과정의 교육과정은 어떤 과목들로 구성되어 있나요?,23.txt
성균교양과목에는 어떤 세부 영역이 포함되나요?,23.txt
균형교양의 영역에는 어떤 것들이 있나요?,23.txt
중점교양 과목에는 어떤 주제가 포함되나요?,23.txt
DS 과목은 어떤 목적을 위해 구성되었나요?,23.txt
DS 과목은 어떻게 구분되나요?,23.txt
전공과목은 어떤 종류로 나뉘나요?,23.txt
전공과목을 이수하면 어떤 능력을 기를 수 있나요?,23.txt
학사필수과목과 학사선택과목의 차이는 무엇인가요?,23.txt
선택과목은 어떤 목적을 위해 이수하나요?,23.txt
성균인성 과목은 어떤 교양 영역에 속하나요?,23.txt
DS기반과 DS심화의 차이는 무엇인가요?,23.txt
전공 이론과 실습 과목의 차이는 무엇인가요?,23.txt
교직과목은 어떤 과목 분류에 속하나요?,23.txt
평생교육사 과목은 어떤 학생이 선택하나요?,23.txt
일반선택과목이란 무엇인가요?,23.txt
졸업 요건에 필요한 과목 유형은 어떤 것들이 있나요?,23.txt
소통과사고 영역은 어디에 속하나요?,23.txt
전공 실습과목은 어떤 교육적 목적을 가지고 있나요?,23.txt
고전명저는 어느 교양영역에 포함되나요?,23.txt
AI 분야와 관련된 과목은 어디에 포함되나요?,23.txt
SW 관련 교육은 어떤 과목을 통해 이루어지나요?,23.txt
성균교양과목은 왜 이수해야 하나요?,23.txt
DS 과목을 왜 배워야 하나요?,23.txt
전공과목을 통해 어떤 학문적 역량을 기를 수 있나요?,23.txt
선택과목은 어떤 기준으로 선택하면 좋을까요?,23.txt
창의 과목은 어떤 교양영역인가요?,23.txt
인문자연과학개념은 어떤 교양영역에 해당하나요?,23.txt
전공이론 수업의 목적은 무엇인가요?,23.txt
글로벌 영역은 어떤 과목 유형인가요?,23.txt
군사학과목은 어떤 학생에게 적합한가요?,23.txt
자연과학개념 영역은 어디에 속하나요?,23.txt
성균인의 인성 함양을 위한 과목은 어떤 것인가요?,23.txt
리더십 교육은 어떤 과목에서 이루어지나요?,23.txt
사회/역사 영역은 어떤 교양과목에 포함되나요?,23.txt
DS 과목은 전공과 어떤 관계가 있나요?,23.txt
학사과정의 수료 요건은 어떻게 구성되나요?,23.txt
졸업을 위해 반드시 들어야 하는 과목은 어떤 것인가요?,23.txt
교양과 전공과 선택과목의 비중은 어떻게 되나요?,23.txt
중점교양과 균형교양의 차이점은 무엇인가요?,23.txt
학사필수과목은 어떻게 구분되나요?,23.txt
학사선택과목의 특징은 무엇인가요?,23.txt
DS 심화과목을 이수하려면 어떤 조건이 필요한가요?,23.txt
실험 과목은 어떤 형태로 진행되나요?,23.txt
성균교양과목 이수 시 유의할 점은 무엇인가요?,23.txt
전공실습은 왜 중요한가요?,23.txt
선택과목 이수는 졸업에 필수인가요?,23.txt
성균관대학교 교육과정의 구성원칙은 무엇인가요?,23.txt
졸업을 위해 어떤 과목들의 학점을 이수해야 하나요?,24.txt
성균교양과 전공과 DS 과목의 최소학점 기준은 무엇인가요?,24.txt
복수전공 시 졸업학점은 어떻게 채워야 하나요?,24.txt
입학연도에 따라 졸업 요건이 다른가요?,24.txt
교육과정 개정 시 기입학자는 어떻게 이수하나요?,24.txt
국제어수업 의무학점은 무엇인가요?,24.txt
국제어수업은 어떤 학생에게 적용되나요?,24.txt
2024학번은 국제어수업을 얼마나 들어야 하나요?,24.txt
편입생은 국제어수업 요건이 어떻게 적용되나요?,24.txt
국제어수업 의무학점은 전공과 총학점 기준이 어떻게 되나요?,24.txt
C/L 과목은 국제어수업으로 인정되나요?,24.txt
국제어로 개설된 전공과목은 어디에서 확인할 수 있나요?,24.txt
국제어수업 요건에서 제외되는 학과는 어디인가요?,24.txt
국제어수업은 졸업학점 충족에 어떻게 기여하나요?,24.txt
전공과목 중 국제어수업을 우선적으로 들어야 하나요?,24.txt
DS 과목도 졸업학점으로 인정되나요?,24.txt
성균교양 영역별 최소학점은 어떻게 구성되나요?,24.txt
졸업요건 충족을 위해 타학과 과목도 이수할 수 있나요?,24.txt
중복 없이 학점을 채운다는 건 무슨 뜻인가요?,24.txt
국제어수업은 몇 학점까지 중복 인정되나요?,24.txt
C/L 과목은 어떤 특징이 있나요?,24.txt
제1전공과 제2전공의 국제어수업 이수 기준은 동일한가요?,24.txt
경영학과 학생의 국제어수업 이수 방법은?,24.txt
편입생도 국제어수업을 들어야 하나요?,24.txt
국제어수업을 이수하지 않으면 졸업이 불가능한가요?,24.txt
복수전공을 할 경우 국제어수업 기준은 어떻게 되나요?,24.txt
졸업소요학점 중 전공학점은 얼마나 필요한가요?,24.txt
전공 외 타과목도 졸업학점에 포함되나요?,24.txt
졸업요건 중 DS 영역은 필수인가요?,24.txt
국제어수업 학점은 성적에 어떤 영향을 미치나요?,24.txt
졸업소요학점 계산 시 주의할 점은 무엇인가요?,24.txt
입학년도에 따른 교육과정 차이는 어떻게 확인하나요?,24.txt
국제어로 개설된 과목을 찾으려면 어떻게 해야 하나요?,24.txt
경과조치란 무엇인가요?,24.txt
국제어수업은 교양과목에도 포함되나요?,24.txt
복수전공자의 국제어수업 이수 기준은 어떻게 다른가요?,24.txt
성균교양 최소학점은 모든 학생에게 동일한가요?,24.txt
국제어수업 요건은 학과마다 다른가요?,24.txt
국제어수업은 영어만 해당되나요?,24.txt
졸업학점을 초과해서 이수해도 괜찮은가요?,24.txt
교육과정 개정 시 적용되는 학번 기준은 무엇인가요?,24.txt
성균관대학교의 졸업요건은 어떻게 구성되나요?,24.txt
타 학과 전공과목을 이수해도 졸업학점에 포함되나요?,24.txt
전공별 국제어수업 지정 과목은 무엇인가요?,24.txt
국제어수업은 어떤 방식으로 진행되나요?,24.txt
총 졸업학점은 몇 학점인가요?,24.txt
국제어수업은 필수인가요 선택인가요?,24.txt
해외 대학에서 이수한 전공학점은 국제수업으로 인정되나요?,25.txt
ISS에서 취득한 학점은 국제수업 학점으로 포함되나요?,25.txt
국내 대학 학점교류 수업은 국제수업 학점으로 인정되나요?,25.txt
국학 분야 학과 학생은 국제수업 의무가 면제되나요?,25.txt
재직자 전형 학생은 국제수업을 이수하지 않아도 되나요?,25.txt
중어중문학과 학생도 국제수업 의무학점에서 면제되나요?,25.txt
국학 분야가 아닌 학생이 국학 분야를 복수전공하면 국제수업을 들어야 하나요?,25.txt
경제학과 복수전공자는 국제수업을 얼마나 들어야 하나요?,25.txt
편입생은 성균교양 영역을 모두 이수해야 하나요?,25.txt
약학대학 전과생은 리더십 영역 과목을 들어야 하나요?,25.txt
2012년 이전 학사편입생은 성균교양 의무가 있나요?,25.txt
성균교양에서 인정되는 과목은 어떤 것인가요?,25.txt
성균인정 영역 과목을 예전에 들었다면 다시 들어야 하나요?,25.txt
자유학사과정자는 성과교양을 면제받을 수 있나요?,25.txt
국제수업으로 인정되지 않는 학점은 어떤 경우인가요?,25.txt
복수전공할 때 국제수업 이수 조건은 어떻게 되나요?,25.txt
약학대학 전과생도 균형교양을 이수해야 하나요?,25.txt
리더십 과목은 누가 반드시 이수해야 하나요?,25.txt
국제수업 학점으로 인정 가능한 기준은 무엇인가요?,25.txt
중점교양 과목은 편입생에게 필수인가요?,25.txt
성균교양 이수 면제가 되는 경우는 어떤 것인가요?,25.txt
제2국어 계약학과 학생은 어떤 조건에서 면제되나요?,25.txt
성균교양의 리더십 과목은 몇 학점인가요?,25.txt
성균교양 이수에 예외가 있는 경우는 어떤 학생인가요?,25.txt
성균인성 영역은 중복인정이 가능한가요?,25.txt
국제하계강좌(ISS)는 어떤 학점으로 인정되나요?,25.txt
국내 타 대학 수업은 국제수업 요건에 포함되나요?,25.txt
국학 전공자와 비전공자의 국제수업 요건은 어떻게 다른가요?,25.txt
성균교양에서 중급교양이란 무엇인가요?,25.txt
성균교양은 어떤 기준으로 면제되나요?,25.txt
국제수업 요건 면제 대상은 어디서 확인하나요?,25.txt
편입생의 균형교양 이수 기준은 무엇인가요?,25.txt
성균교양의 이수 필요 조건은 무엇인가요?,25.txt
약학대학 학생의 교양이수 기준은 무엇인가요?,25.txt
편입생은 리더십 과목을 꼭 이수해야 하나요?,25.txt
국제수업 학점 인정 가능한 활동은 어떤 것인가요?,25.txt
재직자 전형의 국제수업 면제 기준은 어떻게 되나요?,25.txt
성균교양 과목은 총 몇 학점인가요?,25.txt
중점교양 영역은 어떤 수업들이 있나요?,25.txt
복수전공 국제수업 기준에서 전공별 차이가 있나요?,25.txt
성균교양 인정 과목은 어디서 확인할 수 있나요?,25.txt
자유학사과정자에게 인정되는 교양과목은 무엇인가요?,25.txt
성균교양 중 리더십 영역의 과목 예시는 어떤 것이 있나요?,25.txt
성균교양 중 균형 영역은 어떤 과목인가요?,25.txt
중점/균형 과목의 구분 기준은 무엇인가요?,25.txt
성균교양은 학번에 따라 기준이 다른가요?,25.txt
성균교양 면제 인정 기준은 무엇인가요?,25.txt
성균교양 리더십 영역 이수 예외는 어떤 경우인가요?,25.txt
1학년 수료 기준은 어떻게 되나요?,26.txt
2학년이 되려면 몇 학점을 이수해야 하나요?,26.txt
공과대학 학생의 수료 기준은 어떻게 되나요?,26.txt
소프트웨어융합대학 학생의 3학년 진급 요건은?,26.txt
건축학 전공자의 수료학점 기준은 다른가요?,26.txt
조기졸업을 하려면 어떤 조건을 충족해야 하나요?,26.txt
학년 수료에 필요한 등록학기 수는 몇 학기인가요?,26.txt
의과대학 학생은 몇 학점 이상 이수해야 하나요?,26.txt
4학년 진급을 위한 조건은 무엇인가요?,26.txt
6학년까지 있는 학과는 어디인가요?,26.txt
인문대학 학생의 학년별 수료 요건은?,26.txt
조기졸업자는 몇 년 단축할 수 있나요?,26.txt
약학대학은 몇 학년까지 이수해야 하나요?,26.txt
등록학기 기준 없이 졸업할 수 있나요?,26.txt
경영대학의 학년별 수료 기준은?,26.txt
체육계열 학과의 수료 학점은 얼마인가요?,26.txt
자연과학대학의 2학년 수료기준은?,26.txt
스포츠과학대학 학생의 진급 기준은?,26.txt
상경대학 4학년 수료 요건은?,26.txt
학칙 제40조는 어떤 내용을 다루고 있나요?,26.txt
학칙시행세칙 제44조의 조기졸업 요건은?,26.txt
학년별 등록학기 수 기준은 어떤가요?,26.txt
사회과학대학 학생은 몇 학점 이수해야 하나요?,26.txt
생명공학대학의 3학년 진급기준은?,26.txt
의학과 학생은 총 몇 학점을 이수해야 하나요?,26.txt
5학년 수료기준은 어떤 학과에 적용되나요?,26.txt
건축학과의 등록학기 기준은 다른가요?,26.txt
조기졸업 가능 시 단축할 수 있는 최대 기간은?,26.txt
소프트웨어융합대학 학생의 수료 요건은?,26.txt
전공별 수료학점 기준 차이가 있나요?,26.txt
건축학과의 2학년 수료 기준은?,26.txt
인문대학 4학년 진급 요건은?,26.txt
약학과는 몇 학점을 이수해야 졸업할 수 있나요?,26.txt
학년 수료 인정 기준은 어디에 따르나요?,26.txt
공과대학 6학기 수료기준은?,26.txt
등록학기를 충족하지 않으면 수료가 불가능한가요?,26.txt
의과대학 5학년 수료 조건은?,26.txt
조기졸업이 가능한 학생은 누구인가요?,26.txt
학칙과 시행세칙의 차이는 무엇인가요?,26.txt
학사과정 수료를 위한 기본 요건은?,26.txt
등록학기와 이수학점 중 어느 것이 더 중요하나요?,26.txt
각 학과별 수료학점은 어디서 확인할 수 있나요?,26.txt
의학과는 왜 6학년까지 있나요?,26.txt
사회과학대학 학생의 3학년 진급 요건은?,26.txt
스포츠과학대학의 졸업 요건은?,26.txt
공과대학과 경영대학의 수료 요건 차이는?,26.txt
6학기 이상 등록 시 자동으로 3학년인가요?,26.txt
2025학번 기준 성균교양 과목은 어떻게 이수해야 하나요?,27.txt
중점·균형 영역별 이수 학점은 계열별로 어떤 차이가 있나요?,27.txt
자연과학계열 학생은 정보와기술 영역을 이수해야 하나요?,27.txt
인문과학계열 학생이 반드시 들어야 하는 교양과목은?,27.txt
DS 교과목은 성균교양 외에 추가로 이수해야 하나요?,27.txt
공과대학 학생의 성균교양 이수 총학점은 몇 점인가요?,27.txt
소프트웨어학과 학생은 어떤 교양 영역을 들어야 하나요?,27.txt
경제학과 학생의 중점·균형 교양 이수 요건은?,27.txt
약학과 학생은 총 몇 학점의 성균교양을 이수해야 하나요?,27.txt
스포츠과학과 학생은 인간과사회 영역을 몇 학점 이수해야 하나요?,27.txt
자기설계나 학습법 교과는 필수인가요?,27.txt
반도체시스템공학과 학생은 수리와기초과학을 몇 학점 이수해야 하나요?,27.txt
융합 영역 과목을 들어야 하는 계열은 어디인가요?,27.txt
지능형반도체공학과의 교양 이수 방식은 어떤가요?,27.txt
글로벌경제학과 학생이 들어야 할 세계의문화 학점은?,27.txt
공학계열에서 정보와기술 영역 이수는 필수인가요?,27.txt
글로벌리더학부 학생은 어떤 기준으로 교양을 이수하나요?,27.txt
사회과학계열 학생이 이수해야 할 역사와철학 학점은?,27.txt
자연과학계열과 생명과학과의 교양 이수 기준은 같은가요?,27.txt
건설환경공학부 학생이 이수해야 할 경제와사회 영역 학점은?,27.txt
중점영역 기준이란 무엇인가요?,27.txt
학습법 또는 자기설계 과목을 이수하지 않으면 졸업이 불가능한가요?,27.txt
인문과학계열 학생의 언어와표현 이수 학점은?,27.txt
문과대학 학생이 문학과예술 영역에서 이수해야 할 학점은?,27.txt
공과대학과 약학대학의 성균교양 학점은 어떻게 다른가요?,27.txt
약학과의 진로탐색및설계 과목은 몇 학점인가요?,27.txt
소프트웨어융합대학 학생의 인간과사회 영역 이수 학점은?,27.txt
자연과학대학 학생의 생명과환경 이수 여부는?,27.txt
반도체시스템공학과 학생이 이수해야 할 사회와글로벌 학점은?,27.txt
영상학과와 스포츠과학과의 교양 이수 기준 차이는?,27.txt
공학교육인증을 받는 학생은 성균교양을 어떻게 이수하나요?,27.txt
계열공통 30학점은 어떤 과목들로 구성되나요?,27.txt
각 계열별 성균교양 총합 학점은 얼마인가요?,27.txt
진로탐색및설계는 모든 계열에서 공통으로 이수하나요?,27.txt
약학대학 학생의 인문과학 영역 이수 학점은?,27.txt
사회과학계열 학생은 수리와기초과학을 이수하나요?,27.txt
글로벌융합학부 학생은 어떤 기준으로 성균교양을 들어야 하나요?,27.txt
공과대학 계열의 융합 영역 이수 여부는?,27.txt
성균교양 내 전공역량 과목은 필수인가요?,27.txt
경제와사회 영역은 어떤 계열에서 필수인가요?,27.txt
인간과사회 영역의 이수 학점은 계열마다 다른가요?,27.txt
자연과학계열 학생이 융합 영역을 이수할 필요가 있나요?,27.txt
자연계열 일부 학과의 특정 영역 필수는 어떻게 확인하나요?,27.txt
공과대학 학생은 몇 개의 성균교양 영역을 들어야 하나요?,27.txt
계열공통 학점은 전체 합계에 포함되나요?,27.txt
중점영역 기준은 어떤 학과에 적용되나요?,27.txt
영상학과 학생의 문학과예술 이수 학점은?,27.txt
글로벌바이오메디컬공학과 학생의 이수 기준은 무엇인가요?,27.txt
2024학번 학생이 필수로 들어야 할 교양과목은 무엇인가요?,28.txt
성균연론 과목은 어느 계열에서 몇 학점 이수해야 하나요?,28.txt
사회과학계열 학생은 자연/과학/기술기초 과목을 이수해야 하나요?,28.txt
자연과학계열 학생은 인문/사회기초 과목을 필수로 들어야 하나요?,28.txt
약학대학 학생의 성균교양 총 이수 학점은 몇 학점인가요?,28.txt
건축학계열 학생의 성균교양 이수 기준은 어떤가요?,28.txt
"언어/논리, 사회/역사, 자연/과학/기술 영역에서 최소 몇 학점 이수해야 하나요?",28.txt
공학교육인증을 받는 학생도 필수교양을 이수해야 하나요?,28.txt
글로벌 영어 쓰기는 필수인가요?,28.txt
2024학번 유학대학 학생의 인문과학과목 이수 학점은?,28.txt
융합계열 학생은 자연과학과목을 몇 학점 들어야 하나요?,28.txt
사회과학대학 학생의 글로벌 시민 과목 이수 학점은?,28.txt
자연과학대학 학생이 이수해야 할 자연/과학/기술기초 과목은?,28.txt
인문계열 학생의 언어/생명/역사 이수 학점은?,28.txt
자연계열 학생은 인문/예술 과목을 몇 학점 이수해야 하나요?,28.txt
스포츠과학대학 학생의 성균교양 이수 총합은 몇 학점인가요?,28.txt
예체능계열 학생은 창의융합 과목을 필수로 이수하나요?,28.txt
소프트웨어대학 학생의 글로벌 시민 이수 학점은?,28.txt
사범대학 학생이 필수로 이수해야 하는 과목은 어떤 것이 있나요?,28.txt
2024학번 학생이 중점교양과 DS교육과정을 모두 이수해야 하나요?,28.txt
성균교양 중 글로벌 시민 과목은 어떤 계열에서 들어야 하나요?,28.txt
공과대학 학생의 인문예술 과목 이수 학점은?,28.txt
"언어/논리, 사회/역사, 자연/기술 중 2개 영역 이상 이수해야 하나요?",28.txt
자연캠퍼스 학생의 기초 교양 이수 조건은?,28.txt
인문사회캠퍼스 학생이 꼭 이수해야 하는 기초 과목은?,28.txt
약학대학 학생은 서양역사 과목을 몇 학점 들어야 하나요?,28.txt
공학교육인증 없이도 이수해야 하는 필수교양은 어떤 과목인가요?,28.txt
경제대학 학생은 성균연론 과목을 몇 학점 이수하나요?,28.txt
자연과학대학 학생의 인문예술 이수 학점은?,28.txt
사회계열 학생은 어떤 과목에서 6학점 이상 이수해야 하나요?,28.txt
공과대학 학생의 전체 교양 이수학점은 몇 점인가요?,28.txt
건축대학 학생의 사회과목 이수 기준은 어떻게 되나요?,28.txt
자연과학계열 학생은 글로벌 시민 과목도 필수인가요?,28.txt
융합계열 학생이 자연기초 과목을 이수해야 하나요?,28.txt
글로벌 영어 쓰기 과목은 전 계열 공통으로 필수인가요?,28.txt
사회과학계열 학생은 창의융합 과목을 몇 학점 이수하나요?,28.txt
자연/과학/기술 기초는 어느 캠퍼스 학생이 반드시 들어야 하나요?,28.txt
스포츠과학대학은 인문과학 과목을 몇 학점 이수하나요?,28.txt
언어/논리 영역에서 반드시 이수해야 하는 학점 수는?,28.txt
글로벌 시민 과목을 이수하지 않아도 되는 계열이 있나요?,28.txt
"인문/사회 기초 과목 이수는 캠퍼스 기준인가요, 계열 기준인가요?",28.txt
공학교육인증ABEEK 과목 이수는 어떻게 확인할 수 있나요?,28.txt
융합계열 학생이 인문예술 과목을 몇 학점 들어야 하나요?,28.txt
예술대학 학생의 전체 교양 이수 기준은 어떻게 되나요?,28.txt
자연과학대학 학생은 서양역사 과목을 필수로 들어야 하나요?,28.txt
소프트웨어대학 학생의 자연과학 기초 과목 이수 여부는?,28.txt
인문사회과학계열 학생은 사회과목을 몇 학점 이수해야 하나요?,28.txt
2021학번의 성균교양 이수 기준은 어떻게 되나요?,29.txt
성균교양(중점-균형)과정에서 필수 이수 과목은 무엇인가요?,29.txt
성균교양 이수 시 리더십 과목은 몇 학점인가요?,29.txt
고전명저 독서 과목은 몇 학점을 이수해야 하나요?,29.txt
의사소통 과목은 성균교양 이수에 포함되나요?,29.txt
창의융합 과목은 몇 학점 이수해야 하나요?,29.txt
철학역사 과목은 어떤 위치에 있나요?,29.txt
성균교양 소계 총 이수 학점은 얼마인가요?,29.txt
"전공영역 중 학문, 사회, 자연, 기술 과목은 각각 몇 학점이 필요한가요?",29.txt
전공영역의 총합 이수 학점은 얼마인가요?,29.txt
영어 교과목은 전공으로도 이수할 수 있나요?,29.txt
전공영역에서 2개 이상 영역을 이수해야 하나요?,29.txt
자연과학계열 학생은 전공에서 몇 학점을 이수해야 하나요?,29.txt
전공영역 학문은 어떤 계열에서 필수인가요?,29.txt
자연과학계열 학생은 전공 이수 시 어떤 영역에서 몇 학점을 들어야 하나요?,29.txt
공학교육인증(ABEEK)을 받는 학생의 이수 기준은?,29.txt
공학교육인증 프로그램은 어느 학부에 해당하나요?,29.txt
성균교양과 DS 과목은 모두 이수해야 하나요?,29.txt
DS 교과목은 성균교양과 별도로 필수인가요?,29.txt
각 계열별 성균교양 이수 총합은 어떻게 되나요?,29.txt
인문과학계열은 성균교양 몇 학점을 이수해야 하나요?,29.txt
자연과학계열 학생의 전공이수 기준은?,29.txt
사회과학계열 학생의 교양 이수는 어떻게 구성되나요?,29.txt
의학계열 학생도 동일한 성균교양 이수 기준을 적용받나요?,29.txt
약학계열 학생의 성균교양 이수 기준은?,29.txt
공과대학 학생은 전공에서 어떤 과목을 이수해야 하나요?,29.txt
소프트웨어융합대학의 교양 이수 학점은 몇 점인가요?,29.txt
스포츠과학과 학생은 성균교양 몇 학점을 들어야 하나요?,29.txt
영어 과목은 어떤 방식으로 이수해야 하나요?,29.txt
전공에서 사회영역 과목은 몇 학점 이상 들어야 하나요?,29.txt
기술 영역 과목은 어떤 학생이 이수해야 하나요?,29.txt
전공별 이수 영역은 몇 개 이상이어야 하나요?,29.txt
자연계열 전공 학생은 자연과학 기술 과목을 들어야 하나요?,29.txt
학문 영역은 인문사회계열에 어떻게 적용되나요?,29.txt
사회 영역 과목 이수는 누구에게 필수인가요?,29.txt
전공 이수 시 영역 선택은 자유로운가요?,29.txt
DS 과목은 어떤 내용으로 구성되어 있나요?,29.txt
ABEEK 인증을 받는 방법은 무엇인가요?,29.txt
성균교양 총합은 얼마인가요?,29.txt
성균교양 필수 과목의 세부 내용은?,29.txt
창의융합 과목의 학점과 역할은?,29.txt
의사소통 과목은 어떤 내용인가요?,29.txt
고전명저 과목의 목표는 무엇인가요?,29.txt
전공 이수의 학점 구성은 어떻게 되나요?,29.txt
자연과학대학 학생은 어떤 교양을 이수해야 하나요?,29.txt
공과대학 학생의 전공영역 필수 이수 요건은?,29.txt
전공 과목을 영역별로 선택해서 이수할 수 있나요?,29.txt
스포츠건강재활학과 학생도 동일 기준이 적용되나요?,29.txt
사회복지학전공 학생은 어떤 교양 과목을 이수해야 하나요?,30.txt
자연과학대학 학생의 총 교양 이수 학점은 몇 점인가요?,30.txt
SW/AI 융합 영역 과목은 누가 이수해야 하나요?,30.txt
중점교양과 균형교양의 차이는 무엇인가요?,30.txt
균형교양 9영역 중 몇 개 영역 이상에서 이수해야 하나요?,30.txt
SW 교과목은 어떤 전공자에게 필수인가요?,30.txt
AI기술융합은 어떤 교양 영역으로 분류되나요?,30.txt
자연과학계열 학생은 어떤 과목을 필수로 이수해야 하나요?,30.txt
공학교육인증 프로그램의 교양 이수 기준은 어떻게 되나요?,30.txt
중점교양에서 외국어 과목은 몇 학점 이수해야 하나요?,30.txt
공공정책학전공 학생은 어떤 교양과목을 이수하나요?,30.txt
반도체시스템공학부의 교양 총합은 몇 학점인가요?,30.txt
창업캡스톤프로그램은 어떤 학과가 들어야 하나요?,30.txt
SW 교과목 중 창업프로그램기획실습은 누구에게 해당되나요?,30.txt
균형교양 중 자연과학영역의 최소 이수 조건은 무엇인가요?,30.txt
전자정보대학 학생은 창의융합 교양을 들어야 하나요?,30.txt
글로벌미디어대학 학생은 어떤 융합 교양을 이수하나요?,30.txt
공과대학 학생이 이수해야 할 균형교양은 몇 학점인가요?,30.txt
의과대학 학생의 교양 총 이수 학점은 몇 점인가요?,30.txt
경영대학과 호텔관광대학의 교양 이수 기준은 같나요?,30.txt
소프트웨어학부 학생의 교양과목 구성은 어떻게 되나요?,30.txt
중점교양은 어떤 항목들로 구성되어 있나요?,30.txt
균형교양에서 '사회/역사' 영역 이수는 필수인가요?,30.txt
AI기술융합은 인간/문화 과목으로 인정되나요?,30.txt
소프트웨어학전공 학생은 SW 교과목을 필수로 이수해야 하나요?,30.txt
자연과학기반영역에서 공학교육인증 이수 학점은?,30.txt
창의융합 과목은 어떤 영역으로 분류되나요?,30.txt
자연계열 학생이 필수로 이수해야 할 균형교양은?,30.txt
SW/AI 영역 중 창업캡스톤은 필수인가요?,30.txt
균형 9영역의 구성은 어떤 과목들로 되어 있나요?,30.txt
공과대학 학생의 성균인성 과목 이수 기준은?,30.txt
전공에 따라 SW 교과목 이수 방법이 다른가요?,30.txt
소방방재학전공 학생의 교양 총합은 몇 점인가요?,30.txt
경찰행정학부의 각 전공의 교양 이수 기준은 동일한가요?,30.txt
